phase,flux,flux_err,symmetric,tail,multistart_symmetric
-0.47453399151581266,0.9966212201200711,0.00031783328621422225,1.0,1.0,1.0
-0.4743753614602042,0.9960792326011811,0.0003181820793854005,1.0,1.0,1.0
-0.47432652073247183,0.9961681924387954,0.00031355354353716205,1.0,1.0,1.0
-0.47428514534834676,0.9974609766636369,0.00030471744878206016,1.0,1.0,1.0
-0.4741539864101867,0.9960442514286034,0.00030527111555801755,1.0,1.0,1.0
-0.47385330873387943,0.9963706732363987,0.0003184084831332374,1.0,1.0,1.0
-0.47379869011604114,0.9979830680976943,0.0003056190506064086,1.0,1.0,1.0
-0.47367459725413497,0.9967207067405194,0.00031317998794825594,1.0,1.0,1.0
-0.4735022474417008,0.996294424328217,0.0003051992256263911,1.0,1.0,1.0
-0.4734597799637754,0.9971258862609005,0.000319101113551165,1.0,1.0,1.0
-0.47342857790177106,0.997831071455478,0.0003180167542566756,1.0,1.0,1.0
-0.4732461018763843,0.9970493873128399,0.0003195114236327196,1.0,1.0,1.0
-0.47324441292911956,0.997617397740909,0.00030517080456397535,1.0,1.0,1.0
-0.47300275683487314,0.9968647211029052,0.0003143459172685827,1.0,1.0,1.0
-0.4730017869541143,0.9971080094816853,0.0003048458257382586,1.0,1.0,1.0
-0.47265580196228996,0.9965162487852114,0.0003192268579728408,1.0,1.0,1.0
-0.4724253998434875,0.9967079088478915,0.0003193430217585792,1.0,1.0,1.0
-0.4723126264335349,0.9966721126870213,0.0003054885006006237,1.0,1.0,1.0
-0.4723035011800647,0.9974042016812525,0.0003142225817319826,1.0,1.0,1.0
-0.4721117530898482,0.9977904862802301,0.0003049932443267007,1.0,1.0,1.0
-0.47196929286587874,0.9970886539468343,0.0003054014162719511,1.0,1.0,1.0
-0.47196134463155204,0.9971480602160386,0.0003195187300812899,1.0,1.0,1.0
-0.47173299558865267,0.9950319655770195,0.0003167819410534294,1.0,1.0,1.0
-0.471681661656163,0.9975042185407202,0.00030543137851637324,1.0,1.0,1.0
-0.4716436447697685,0.9967215108533827,0.0003132693284401935,1.0,1.0,1.0
-0.4715310092966263,0.9964198997993202,0.00031886552926867754,1.0,1.0,1.0
-0.4714623285096593,0.997098232380885,0.00031811668392498437,1.0,1.0,1.0
-0.47142868835754825,0.997143598704113,0.0003051447242424029,1.0,1.0,1.0
-0.4713737654356862,0.9968661023936044,0.0003194113241962646,1.0,1.0,1.0
-0.4711859166159229,0.9975635900544179,0.00030486232386845325,1.0,1.0,1.0
-0.4709246706397039,0.9978277610265943,0.00030359559107892694,1.0,1.0,1.0
-0.47088474807296166,0.9961156760500407,0.00032052865374807536,1.0,1.0,1.0
-0.4707471997908499,0.9969796310713095,0.0003190676371484621,1.0,1.0,1.0
-0.47062781184217783,0.9978308840712656,0.00030495039018556557,1.0,1.0,1.0
-0.4704791235461556,0.9961292054469784,0.00031922731577112534,1.0,1.0,1.0
-0.47047306353616136,0.997442314330416,0.00030559673469684117,1.0,1.0,1.0
-0.4702683494155053,0.9983849738560557,0.00030487384975969,1.0,1.0,1.0
